Sun Nov 15 11:39:17 CET 2020
Opening instancias/MANN_a9.clq.txt (45 nodes, 918 edges)

LibGA Version 1.00
(c) Copyright Arthur L. Corcoran, 1992, 1993.  All rights reserved.

GA Configuration Information:
-----------------------------
Basic Info
   Random Seed       : 400
   Data Type         : Bit
   Init Pool Entered : Randomly
   Chromosome Length : 45
   Pool Size         : 200
   Number of Trials  : 10000 iterations, or until convergence
   Minimize          : No
   Elitism           : Yes
   Scale Factor      : 0

Functions
   GA          : generational (Gap = 0)
   Selection   : roulette
   Crossover   : simple (Rate = 0.01)
   Mutation    : simple_invert (Rate = 0.5)
   Replacement : append

Reports
   Type     : Short
   Interval : 100
-----------------------------

Gener    Min      Max      Ave    Variance  Std Dev  Tot Fit    Best
 5000  0.455556  0.526316    0.518  0.000371   0.0193  103.668  0.526316
 5100  0.455556  0.526316    0.518  0.000402     0.02  103.581  0.526316
 5200  0.455556  0.526316    0.517  0.000401     0.02  103.436  0.526316
 5300  0.455556  0.526316    0.517  0.000428   0.0207   103.39  0.526316
 5400  0.436364  0.526316    0.519  0.000396   0.0199  103.715  0.526316
 5500  0.455556  0.526316    0.519  0.000387   0.0197  103.788  0.526316
 5600  0.455556  0.526316    0.519  0.000345   0.0186  103.767  0.526316
 5700  0.455556  0.526316    0.518  0.000389   0.0197  103.684  0.526316
 5800  0.433333  0.526316    0.517   0.00043   0.0207  103.493  0.526316
 5900  0.455556  0.526316    0.518   0.00042   0.0205  103.551  0.526316
 6000  0.454545  0.526316    0.515  0.000531    0.023  102.998  0.526316
 6100  0.455556  0.526316    0.518  0.000393   0.0198  103.606  0.526316
 6200  0.446429  0.526316    0.519  0.000349   0.0187  103.833  0.526316
 6300  0.444444  0.526316    0.518  0.000378   0.0194  103.693  0.526316
 6400  0.455556  0.526316    0.518  0.000379   0.0195  103.594  0.526316
 6500  0.455556  0.526316    0.518  0.000395   0.0199  103.588  0.526316
 6600  0.455556  0.526316    0.519  0.000375   0.0194  103.799  0.526316
 6700  0.455556  0.526316    0.518  0.000368   0.0192  103.673  0.526316
 6800  0.455556  0.526316    0.519  0.000354   0.0188  103.748  0.526316
 6900  0.433333  0.526316    0.516  0.000473   0.0218  103.274  0.526316
 7000  0.455556  0.526316    0.519  0.000352   0.0188  103.741  0.526316
 7100  0.444444  0.526316    0.518  0.000396   0.0199  103.683  0.526316
 7200  0.454545  0.526316    0.518  0.000395   0.0199  103.568  0.526316
 7300  0.436364  0.526316    0.517  0.000433   0.0208  103.471  0.526316
 7400  0.444444  0.526316    0.517  0.000442    0.021    103.4  0.526316
 7500  0.455556  0.526316    0.521  0.000271   0.0165  104.175  0.526316
 7600  0.431818  0.526316    0.513  0.000544   0.0233  102.672  0.526316
 7700  0.455556  0.526316    0.517  0.000432   0.0208  103.435  0.526316
 7800  0.454545  0.526316    0.514  0.000526   0.0229  102.847  0.526316
 7900  0.455556  0.526316    0.519   0.00034   0.0184  103.875  0.526316
 8000  0.444444  0.526316     0.52  0.000327   0.0181  103.966  0.526316
 8100  0.444444  0.526316    0.518  0.000408   0.0202   103.63  0.526316
 8200  0.458333  0.526316    0.517   0.00039   0.0197   103.47  0.526316
 8300  0.454545  0.526316    0.518  0.000408   0.0202    103.6  0.526316
 8400  0.455556  0.526316    0.519  0.000365   0.0191  103.702  0.526316
 8500  0.445455  0.526316    0.516  0.000497   0.0223  103.162  0.526316
 8600  0.444444  0.526316    0.518  0.000403   0.0201  103.534  0.526316
 8700  0.455556  0.526316    0.518  0.000371   0.0193  103.648  0.526316
 8800  0.445455  0.526316    0.519  0.000368   0.0192  103.814  0.526316
 8900  0.455556  0.526316    0.517  0.000424   0.0206  103.314  0.526316
 9000  0.454545  0.526316    0.516  0.000426   0.0206  103.289  0.526316
 9100  0.444444  0.526316    0.515  0.000506   0.0225  103.027  0.526316
 9200  0.455556  0.526316    0.519  0.000375   0.0194  103.744  0.526316
 9300  0.455556  0.526316    0.518  0.000418   0.0205  103.501  0.526316
 9400  0.455556  0.526316     0.52  0.000316   0.0178  103.979  0.526316
 9500  0.444444  0.526316    0.517   0.00045   0.0212   103.35  0.526316
 9600  0.454545  0.526316    0.518  0.000421   0.0205  103.604  0.526316
 9700  0.444444  0.526316     0.52  0.000317   0.0178  103.932  0.526316
 9800  0.455556  0.526316    0.518  0.000387   0.0197  103.564  0.526316
 9900  0.445455  0.526316    0.515  0.000534   0.0231  102.936  0.526316
10000  0.455556  0.526316    0.518  0.000372   0.0193    103.7  0.526316

The specified number of iterations has been reached.

Best: 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0
      0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
      0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
      0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
      0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
      0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
      0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
      0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
      0 0 0 0 0 0 0 0 0 0 0  (0.526316)


Best chrom:  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000     (fitness: 0.526316)

------------------- ¡CLIQUE ENCONTRADO DE 9! :) -------------------

Opening instancias/p_hat300-1.clq.txt (300 nodes, 10933 edges)

LibGA Version 1.00
(c) Copyright Arthur L. Corcoran, 1992, 1993.  All rights reserved.

GA Configuration Information:
-----------------------------
Basic Info
   Random Seed       : 400
   Data Type         : Bit
   Init Pool Entered : Randomly
   Chromosome Length : 300
   Pool Size         : 200
   Number of Trials  : 10000 iterations, or until convergence
   Minimize          : No
   Elitism           : Yes
   Scale Factor      : 0

Functions
   GA          : generational (Gap = 0)
   Selection   : roulette
   Crossover   : simple (Rate = 0.01)
   Mutation    : simple_invert (Rate = 0.5)
   Replacement : append

Reports
   Type     : Short
   Interval : 100
-----------------------------

Gener    Min      Max      Ave    Variance  Std Dev  Tot Fit    Best
-----  -------  -------  -------  --------  -------  -------  -------
    0  0.112401  0.133068    0.122  1.98E-05  0.00445   24.458  0.133068
    1  0.116585  0.133068    0.125  1.43E-05  0.00378  25.0176  0.133068
  100  0.166786  0.169634    0.168  3.21E-07  0.000566  33.6305  0.169634
  200  0.197576  0.20146      0.2   3.7E-07  0.000608  39.9431  0.20146
  300  0.224017  0.231469    0.228  1.14E-06  0.00107  45.6142  0.231469
  400  0.251619  0.262458    0.259  2.52E-06  0.00159  51.8119  0.262458
  500  0.311688  0.342105    0.331  3.98E-05  0.00631  66.1596  0.342105
  600  0.357143     0.51    0.486   0.00148   0.0385  97.1019     0.51
  700  0.392857  0.511667      0.5  0.000795   0.0282  100.043  0.511667
  800  0.392857  0.511667    0.496   0.00108   0.0329  99.2633  0.511667
  900  0.388889  0.511667    0.496   0.00119   0.0346   99.207  0.511667
 1000  0.392857  0.511667    0.497   0.00105   0.0325  99.4514  0.511667
 1100  0.388889  0.511667    0.499   0.00094   0.0307  99.8424  0.511667
 1200  0.392857  0.511667    0.498   0.00105   0.0324  99.6035  0.511667
 1300  0.392857  0.511667    0.496    0.0011   0.0332   99.159  0.511667
 1400  0.388889  0.511667    0.494   0.00126   0.0355  98.7858  0.511667
 1500  0.392857  0.511667    0.498   0.00095   0.0308  99.6297  0.511667
 1600  0.392857  0.511667    0.498  0.000963    0.031  99.5248  0.511667
 1700  0.392857  0.511667    0.501  0.000855   0.0292   100.18  0.511667
 1800  0.388889  0.511667    0.496   0.00112   0.0335  99.1345  0.511667
 1900  0.392857  0.511667    0.499  0.000939   0.0306  99.7324  0.511667
 2000  0.392857  0.511667    0.501  0.000818   0.0286  100.212  0.511667
 2100  0.392857  0.511667    0.497   0.00101   0.0318  99.4463  0.511667
 2200  0.388889  0.511667    0.495   0.00119   0.0344  99.0059  0.511667
 2300  0.392857  0.511667    0.501  0.000796   0.0282  100.182  0.511667
 2400  0.392857  0.511667    0.501  0.000856   0.0293  100.126  0.511667
 2500  0.392857  0.511667    0.497   0.00108   0.0329  99.4774  0.511667
 2600  0.392857  0.511667    0.497   0.00106   0.0325  99.3421  0.511667
 2700  0.392857  0.511667    0.501  0.000794   0.0282  100.157  0.511667
 2800    0.375  0.511667    0.498   0.00106   0.0325  99.6532  0.511667
 2900  0.392857  0.511667    0.497   0.00103   0.0322  99.4338  0.511667
 3000  0.361111  0.511667    0.496   0.00112   0.0334   99.258  0.511667
 3100  0.392857  0.511667    0.496   0.00109    0.033  99.2438  0.511667
 3200    0.375  0.511667    0.498   0.00098   0.0313  99.6281  0.511667
 3300  0.402778  0.511667    0.501  0.000744   0.0273  100.229  0.511667
 3400  0.388889  0.511667    0.501  0.000879   0.0296   100.13  0.511667
 3500  0.392857  0.511667    0.499   0.00091   0.0302  99.7383  0.511667
 3600  0.392857  0.511667    0.498  0.000947   0.0308  99.6814  0.511667
 3700  0.388889  0.511667    0.502  0.000693   0.0263   100.37  0.511667
 3800    0.375  0.511667    0.497   0.00117   0.0342  99.3973  0.511667
 3900  0.392857  0.511667    0.498  0.000959    0.031  99.6993  0.511667
 4000  0.410714  0.511667    0.497  0.000951   0.0308  99.3617  0.511667
 4100  0.392857  0.511667    0.498   0.00099   0.0315  99.5433  0.511667
 4200    0.375  0.511667    0.496   0.00124   0.0352  99.1405  0.511667
 4300    0.375  0.511667    0.498   0.00101   0.0318  99.5354  0.511667
 4400  0.361111  0.511667    0.498   0.00104   0.0323  99.5116  0.511667
 4500  0.388889  0.511667    0.499  0.000912   0.0302  99.7708  0.511667
 4600  0.392857  0.511667    0.495   0.00114   0.0338  98.9292  0.511667
 4700  0.410714  0.511667      0.5  0.000734   0.0271  99.9114  0.511667
 4800    0.375  0.511667    0.496   0.00119   0.0346  99.1138  0.511667
 4900    0.375  0.511667    0.501  0.000844   0.0291  100.153  0.511667
 5000    0.375  0.511667    0.498   0.00103   0.0321  99.5938  0.511667
 5100  0.392857  0.511667    0.502  0.000667   0.0258  100.447  0.511667
 5200    0.375  0.511667    0.496   0.00108   0.0329  99.2557  0.511667
 5300  0.388889  0.511667    0.498   0.00101   0.0318  99.6736  0.511667
 5400  0.388889  0.511667    0.497   0.00102    0.032  99.3356  0.511667
 5500  0.392857  0.511667    0.501  0.000752   0.0274  100.233  0.511667
 5600  0.388889  0.511667    0.502  0.000662   0.0257  100.413  0.511667
 5700    0.375  0.511667    0.501   0.00092   0.0303  100.127  0.511667
 5800  0.392857  0.511667    0.499  0.000914   0.0302  99.8705  0.511667
 5900  0.392857  0.511667    0.496   0.00109   0.0331   99.266  0.511667
 6000  0.388889  0.511667    0.493   0.00139   0.0373  98.5999  0.511667
 6100  0.392857  0.511667    0.499  0.000912   0.0302   99.851  0.511667
 6200  0.392857  0.511667    0.504  0.000618   0.0249  100.738  0.511667
 6300  0.392857  0.511667    0.498   0.00104   0.0323  99.5409  0.511667
 6400  0.388889  0.511667    0.495   0.00119   0.0345  99.0979  0.511667
 6500    0.375  0.511667    0.496   0.00113   0.0335  99.2571  0.511667
 6600    0.375  0.511667      0.5   0.00087   0.0295  99.9933  0.511667
 6700  0.392857  0.511667    0.501  0.000812   0.0285  100.207  0.511667
 6800  0.388889  0.511667    0.496   0.00109    0.033  99.1891  0.511667
 6900    0.375  0.511667    0.498   0.00102   0.0319  99.6531  0.511667
 7000    0.375  0.511667    0.499  0.000965   0.0311  99.7736  0.511667
 7100  0.361111  0.511667    0.497   0.00102   0.0319  99.4442  0.511667
 7200    0.375  0.511667    0.497   0.00107   0.0327  99.4296  0.511667
 7300  0.392857  0.511667    0.499  0.000964    0.031  99.7586  0.511667
 7400  0.392857  0.511667      0.5  0.000778   0.0279  99.9798  0.511667
 7500    0.375  0.511667    0.498   0.00109   0.0331  99.6686  0.511667
 7600    0.375  0.511667    0.496   0.00111   0.0333  99.1924  0.511667
 7700  0.361111  0.511667    0.499  0.000983   0.0313  99.7152  0.511667
 7800  0.361111  0.511667    0.498   0.00105   0.0324  99.5366  0.511667
 7900  0.347222  0.511667    0.497    0.0011   0.0331  99.4846  0.511667
 8000  0.392857  0.511667    0.501  0.000805   0.0284  100.187  0.511667
 8100    0.375  0.511667    0.498   0.00104   0.0322   99.503  0.511667
 8200  0.392857  0.511667    0.497   0.00108   0.0329  99.3481  0.511667
 8300  0.392857  0.511667    0.499  0.000854   0.0292  99.8531  0.511667
 8400  0.392857  0.511667    0.499   0.00101   0.0318  99.8678  0.511667
 8500  0.404762  0.511667    0.503  0.000637   0.0252  100.668  0.511667
 8600  0.392857  0.511667    0.498  0.000906   0.0301  99.5835  0.511667
 8700    0.375  0.511667    0.499  0.000915   0.0302  99.8467  0.511667
 8800    0.375  0.511667    0.494   0.00131   0.0362  98.8133  0.511667
 8900  0.392857  0.511667    0.496   0.00118   0.0343  99.2592  0.511667
 9000  0.392857  0.511667    0.501  0.000734   0.0271  100.209  0.511667
 9100    0.375  0.511667    0.497   0.00112   0.0335   99.484  0.511667
 9200  0.392857  0.511667    0.502  0.000751   0.0274  100.326  0.511667
 9300  0.392857  0.511667    0.499  0.000983   0.0313   99.831  0.511667
 9400  0.377778  0.511667    0.498  0.000964    0.031   99.603  0.511667
 9500  0.392857  0.511667    0.501  0.000786    0.028  100.159  0.511667
 9600  0.392857  0.511667    0.499   0.00101   0.0317  99.7167  0.511667
 9700  0.392857  0.511667    0.498   0.00106   0.0326  99.5108  0.511667
 9800  0.392857  0.511667      0.5  0.000843    0.029  100.094  0.511667
 9900  0.392857  0.511667    0.502  0.000766   0.0277  100.306  0.511667
10000    0.375  0.511667    0.496    0.0012   0.0347  99.1943  0.511667

The specified number of iterations has been reached.

Best: 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
      0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
      0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
      0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
      0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
      0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
      0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
      0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
      0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
      0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
      0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
      0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
      0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
      0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
      0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0  (0.511667)


Best chrom:  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  1.0000  0.0000  0.0000  0.0000  0.0000     (fitness: 0.511667)

------------------- ¡CLIQUE ENCONTRADO DE 7! :) -------------------

Opening instancias/p_hat300-2.clq.txt (300 nodes, 21928 edges)

LibGA Version 1.00
(c) Copyright Arthur L. Corcoran, 1992, 1993.  All rights reserved.

GA Configuration Information:
-----------------------------
Basic Info
   Random Seed       : 400
   Data Type         : Bit
   Init Pool Entered : Randomly
   Chromosome Length : 300
   Pool Size         : 200
   Number of Trials  : 10000 iterations, or until convergence
   Minimize          : No
   Elitism           : Yes
   Scale Factor      : 0

Functions
   GA          : generational (Gap = 0)
   Selection   : roulette
   Crossover   : simple (Rate = 0.01)
   Mutation    : simple_invert (Rate = 0.5)
   Replacement : append

Reports
   Type     : Minimal
   Interval : 100
